trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client
785,solo,7744.37,new york,automne,3,hôtel,1773.02,ensoleillé,business,4,retard_vol,1,1,"parfait, rien à redire."
786,couple,9240.95,paris,printemps,18,appartement,392.7,ensoleillé,culture,2,bagages,0,1,de nombreux problèmes rencontrés.
787,famille,,new york,automne,11,villa,1091.87,variable,culture,1,bagages,0,1,très mauvaise expérience.
788,solo,9054.03,lisbonne,printemps,5,villa,925.32,pluie,plage,3,aucun,0,1,séjour mitigé.
789,couple,8190.54,rome,automne,6,villa,1047.04,ensoleillé,plage,4,aucun,0,1,
790,business,,bali,été,3,appartement,1005.87,ensoleillé,culture,4,retard_vol,1,1,très bon rapport qualité-prix.
791,solo,7479.7,paris,printemps,4,villa,1335.55,variable,gastronomie,3,météo,0,1,"quelques imprévus, globalement bien."
792,senior,8747.05,paris,printemps,15,resort,1087.83,pluie,business,1,météo,0,1,très mauvaise expérience.
793,business,5737.39,lisbonne,printemps,21,resort,873.88,pluie,culture,5,aucun,0,1,"très satisfait, je recommande."
794,couple,5945.77,new york,hiver,14,hôtel,1071.85,ensoleillé,gastronomie,5,aucun,0,1,très bon rapport qualité-prix.
795,senior,13811.5,bali,hiver,9,appartement,1255.96,ensoleillé,culture,2,retard_vol,1,1,très mauvaise expérience.
796,business,17858.35,bali,printemps,8,appartement,800.76,ensoleillé,business,3,retard_vol,1,1,dans l'ensemble satisfaisant.
797,solo,2065.58,lisbonne,hiver,5,resort,676.81,pluie,gastronomie,4,retard_vol,1,1,"très satisfait, je recommande."
798,couple,1843.29,rome,hiver,20,villa,1652.06,ensoleillé,culture,1,annulation,1,0,
799,business,3062.85,dubaï,été,9,resort,945.83,ensoleillé,business,1,météo,1,1,déçu par l'organisation.
800,famille,6507.33,bali,été,20,resort,1081.19,pluie,plage,1,météo,1,1,je ne recommande pas.
803,business,7617.97,paris,automne,7,resort,1593.11,nuageux,culture,4,aucun,1,1,très bon rapport qualité-prix.
804,business,9057.73,dubaï,été,7,appartement,1273.42,nuageux,,5,aucun,0,1,"parfait, rien à redire."
805,business,4132.12,rome,hiver,10,resort,711.08,nuageux,,2,aucun,0,1,
806,business,5939.21,dubaï,hiver,10,villa,747.05,ensoleillé,gastronomie,4,aucun,0,1,très bon rapport qualité-prix.
807,solo,6842.94,dubaï,été,21,villa,1011.08,nuageux,culture,1,retard_vol,0,1,de nombreux problèmes rencontrés.
809,famille,28000.0,paris,été,11,appartement,656.52,pluie,plage,4,bagages,0,1,excellent séjour.
810,famille,2399.6,dubaï,automne,13,villa,,variable,randonnée,4,annulation,1,0,"parfait, rien à redire."
811,business,10006.41,lisbonne,hiver,10,villa,826.87,variable,culture,4,retard_vol,1,1,"parfait, rien à redire."
816,solo,9599.41,new york,automne,12,appartement,787.84,ensoleillé,gastronomie,4,météo,0,1,
818,couple,11864.15,paris,été,17,hôtel,984.48,pluie,plage,5,météo,1,1,"très satisfait, je recommande."
820,solo,10326.05,new york,printemps,10,appartement,,variable,gastronomie,2,annulation,1,1,de nombreux problèmes rencontrés.
821,couple,3339.45,bali,hiver,4,appartement,993.18,ensoleillé,plage,2,annulation,1,1,très mauvaise expérience.
822,solo,11155.28,lisbonne,été,7,,1030.86,ensoleillé,business,3,retard_vol,0,1,dans l'ensemble satisfaisant.
823,senior,19865.72,rome,printemps,9,appartement,1372.51,nuageux,culture,2,retard_vol,0,1,très mauvaise expérience.
825,famille,28000.0,lisbonne,automne,8,hôtel,1582.99,ensoleillé,business,3,retard_vol,1,1,séjour mitigé.
828,business,6089.88,paris,printemps,3,villa,35.0,ensoleillé,culture,5,météo,1,1,très bon rapport qualité-prix.
829,solo,7447.54,new york,automne,9,villa,1117.73,pluie,culture,1,bagages,0,1,très mauvaise expérience.
830,business,3246.26,paris,printemps,3,,986.63,nuageux,randonnée,5,retard_vol,1,1,"très satisfait, je recommande."
831,business,10072.7,dubaï,été,5,villa,1025.88,pluie,plage,1,météo,1,1,je ne recommande pas.
833,senior,11932.76,lisbonne,printemps,3,appartement,1519.95,variable,culture,3,météo,1,1,séjour correct mais perfectible.
834,couple,5273.08,lisbonne,été,12,resort,1437.06,ensoleillé,culture,3,météo,1,1,"quelques imprévus, globalement bien."
835,famille,1265.55,new york,été,14,appartement,1009.5,nuageux,culture,3,météo,1,0,"quelques imprévus, globalement bien."
837,business,6652.34,new york,automne,8,resort,908.4,variable,plage,1,retard_vol,0,1,je ne recommande pas.
838,solo,14619.4,lisbonne,automne,13,appartement,852.26,nuageux,gastronomie,5,aucun,0,1,
839,couple,11850.95,new york,printemps,6,resort,810.79,pluie,culture,4,annulation,0,1,"très satisfait, je recommande."
840,solo,3704.28,lisbonne,été,6,hôtel,1000.73,ensoleillé,business,4,météo,1,1,
841,famille,6581.15,rome,hiver,16,hôtel,1184.89,ensoleillé,business,1,retard_vol,0,1,à éviter.
842,business,7412.27,new york,automne,14,hôtel,605.63,ensoleillé,business,1,retard_vol,1,1,très mauvaise expérience.
843,solo,13081.11,dubaï,été,13,villa,1105.58,pluie,business,2,retard_vol,0,1,je ne recommande pas.
844,solo,8688.95,rome,printemps,15,appartement,,ensoleillé,business,2,retard_vol,1,1,très mauvaise expérience.
845,couple,7635.16,rome,hiver,3,villa,1418.67,pluie,gastronomie,4,bagages,0,1,"très satisfait, je recommande."
846,business,6117.69,lisbonne,automne,17,villa,961.17,ensoleillé,plage,5,retard_vol,1,1,"très satisfait, je recommande."
847,solo,6720.05,tokyo,printemps,12,hôtel,743.64,variable,plage,2,retard_vol,0,1,très mauvaise expérience.
848,famille,12186.72,rome,été,15,hôtel,35.0,variable,gastronomie,3,retard_vol,1,1,séjour mitigé.
849,famille,6938.95,bali,hiver,12,villa,496.93,ensoleillé,,1,météo,0,1,très mauvaise expérience.
850,senior,5330.58,tokyo,automne,10,resort,1415.52,,plage,4,météo,1,1,"parfait, rien à redire."
851,senior,4646.78,new york,hiver,9,villa,1060.76,ensoleillé,business,1,météo,1,1,déçu par l'organisation.
852,business,4690.11,lisbonne,printemps,12,hôtel,,variable,plage,4,météo,1,1,une expérience inoubliable.
853,couple,1267.94,lisbonne,automne,8,villa,655.17,ensoleillé,,2,météo,0,0,très mauvaise expérience.
854,senior,3896.99,new york,automne,14,villa,1364.06,pluie,culture,3,météo,1,0,peut mieux faire sur la logistique.
855,business,12968.63,dubaï,printemps,3,resort,,nuageux,culture,1,aucun,1,1,de nombreux problèmes rencontrés.
856,business,6090.58,bali,été,7,resort,1029.28,variable,culture,3,aucun,1,1,dans l'ensemble satisfaisant.
857,solo,9765.6,lisbonne,automne,20,villa,750.88,nuageux,randonnée,5,annulation,1,1,"très satisfait, je recommande."
860,senior,6273.1,lisbonne,été,5,appartement,1596.41,ensoleillé,business,3,aucun,0,1,peut mieux faire sur la logistique.
861,solo,4981.87,lisbonne,automne,12,resort,1388.16,variable,randonnée,3,météo,1,1,peut mieux faire sur la logistique.
862,couple,7653.99,bali,été,6,villa,958.84,ensoleillé,plage,5,aucun,0,1,une expérience inoubliable.
863,couple,4923.84,dubaï,automne,9,villa,848.96,nuageux,culture,1,aucun,0,1,de nombreux problèmes rencontrés.
865,couple,10644.35,bali,hiver,6,villa,1512.82,pluie,gastronomie,5,bagages,0,1,excellent séjour.
866,senior,7904.33,bali,automne,14,,909.45,pluie,culture,5,météo,0,1,très bon rapport qualité-prix.
867,business,5657.56,rome,automne,14,hôtel,1514.7,ensoleillé,,2,retard_vol,1,1,je ne recommande pas.
868,business,,new york,automne,15,appartement,1258.72,nuageux,culture,2,météo,1,0,
870,business,7827.18,new york,printemps,21,hôtel,1035.76,nuageux,randonnée,4,météo,1,1,une expérience inoubliable.
871,business,13432.62,rome,automne,15,hôtel,1295.06,nuageux,plage,3,météo,1,1,dans l'ensemble satisfaisant.
872,business,7743.57,lisbonne,hiver,12,appartement,1113.85,ensoleillé,randonnée,1,aucun,0,1,très mauvaise expérience.
874,solo,7832.12,lisbonne,printemps,9,hôtel,,ensoleillé,gastronomie,2,aucun,0,1,je ne recommande pas.
875,famille,6708.81,paris,été,17,appartement,1079.42,nuageux,plage,5,bagages,0,1,très bon rapport qualité-prix.
876,solo,10409.55,new york,automne,18,villa,,ensoleillé,plage,3,aucun,0,1,dans l'ensemble satisfaisant.
877,couple,9371.56,lisbonne,printemps,17,appartement,1278.75,variable,culture,2,aucun,0,1,de nombreux problèmes rencontrés.
878,famille,500.0,bali,printemps,14,hôtel,50.0,pluie,plage,1,aucun,0,0,à éviter.
879,famille,9123.51,rome,été,4,hôtel,1249.03,ensoleillé,culture,1,aucun,0,1,à éviter.
880,business,2875.96,bali,été,12,appartement,,pluie,,5,météo,1,1,très bon rapport qualité-prix.
881,couple,1188.75,bali,printemps,4,appartement,793.96,variable,gastronomie,2,retard_vol,0,0,déçu par l'organisation.
882,senior,6163.7,tokyo,été,3,villa,1583.0,ensoleillé,business,5,aucun,0,1,excellent séjour.
883,business,,bali,automne,11,appartement,1532.49,,plage,4,retard_vol,1,1,"très satisfait, je recommande."
884,couple,500.0,bali,été,13,villa,35.0,,plage,1,météo,1,0,très mauvaise expérience.
885,business,9766.26,new york,printemps,14,,1014.07,ensoleillé,,2,bagages,0,1,déçu par l'organisation.
886,famille,10003.31,paris,printemps,12,appartement,1037.51,pluie,culture,5,aucun,0,1,excellent séjour.
887,senior,7113.5,bali,printemps,13,appartement,1488.46,variable,business,3,bagages,0,1,séjour correct mais perfectible.
889,business,2973.19,rome,hiver,9,resort,948.47,pluie,culture,3,bagages,0,1,dans l'ensemble satisfaisant.
890,famille,11062.61,rome,été,3,villa,1619.76,ensoleillé,gastronomie,4,aucun,0,1,une expérience inoubliable.
891,solo,41000.0,rome,printemps,3,villa,1105.22,pluie,randonnée,5,aucun,0,0,une expérience inoubliable.
892,solo,11218.07,paris,automne,14,hôtel,1591.94,,plage,4,retard_vol,1,1,"très satisfait, je recommande."
893,senior,6257.59,new york,printemps,6,appartement,743.23,nuageux,business,4,retard_vol,1,1,une expérience inoubliable.
894,solo,6537.4,paris,hiver,14,hôtel,1256.87,ensoleillé,plage,2,retard_vol,0,1,très mauvaise expérience.
895,solo,500.0,bali,automne,15,hôtel,,pluie,business,2,bagages,0,0,je ne recommande pas.
896,couple,6332.15,lisbonne,automne,7,,1125.97,,culture,1,retard_vol,1,1,à éviter.
897,couple,9399.2,lisbonne,printemps,13,,1047.25,ensoleillé,culture,4,aucun,0,1,"parfait, rien à redire."
898,solo,1532.92,rome,printemps,7,villa,805.04,ensoleillé,culture,1,météo,1,0,de nombreux problèmes rencontrés.
899,solo,,bali,hiver,3,villa,1408.07,ensoleillé,,5,aucun,0,1,une expérience inoubliable.
900,famille,7283.08,tokyo,été,11,villa,911.61,pluie,plage,4,aucun,0,1,très bon rapport qualité-prix.
901,senior,4327.09,lisbonne,été,8,resort,1092.59,,,5,aucun,0,1,très bon rapport qualité-prix.
902,senior,10371.75,sydney,printemps,8,resort,787.15,variable,culture,4,annulation,1,1,"parfait, rien à redire."
904,solo,8322.51,rome,été,3,hôtel,1427.51,variable,plage,3,retard_vol,0,1,dans l'ensemble satisfaisant.
905,famille,13456.8,tokyo,automne,12,villa,,variable,plage,3,météo,1,1,séjour mitigé.
906,business,12732.73,lisbonne,été,5,appartement,808.69,ensoleillé,,2,retard_vol,0,1,je ne recommande pas.
907,couple,8496.48,lisbonne,été,14,resort,1529.62,pluie,plage,1,annulation,1,1,de nombreux problèmes rencontrés.
908,business,5707.02,paris,hiver,11,villa,,ensoleillé,plage,1,bagages,0,1,à éviter.
909,business,4359.17,new york,printemps,12,appartement,821.81,nuageux,business,3,retard_vol,1,1,dans l'ensemble satisfaisant.
910,business,5702.0,rome,printemps,5,hôtel,645.75,variable,randonnée,4,annulation,1,1,excellent séjour.
911,famille,9117.72,dubaï,automne,6,hôtel,944.88,pluie,business,1,aucun,1,1,déçu par l'organisation.
912,senior,3667.58,lisbonne,automne,15,appartement,728.16,variable,business,2,météo,0,1,déçu par l'organisation.
913,couple,9979.45,tokyo,automne,35,villa,951.08,nuageux,plage,4,bagages,0,1,"très satisfait, je recommande."
914,famille,15529.17,paris,automne,12,hôtel,1317.5,nuageux,culture,4,météo,0,1,excellent séjour.
915,solo,6674.36,new york,automne,5,villa,1017.39,nuageux,culture,4,météo,1,1,très bon rapport qualité-prix.
916,solo,1500.71,tokyo,automne,12,,1213.33,ensoleillé,culture,4,aucun,1,0,très bon rapport qualité-prix.
917,senior,1499.3,sydney,hiver,21,villa,924.15,ensoleillé,plage,1,retard_vol,0,0,
918,senior,10056.67,bali,hiver,10,resort,1135.47,nuageux,plage,1,retard_vol,1,1,à éviter.
919,couple,6682.98,lisbonne,printemps,17,hôtel,1632.8,ensoleillé,plage,2,retard_vol,1,1,déçu par l'organisation.
920,senior,10461.14,bali,été,6,villa,1024.61,variable,culture,1,météo,1,1,très mauvaise expérience.
921,couple,4771.32,rome,hiver,10,,1221.03,ensoleillé,business,2,météo,1,1,de nombreux problèmes rencontrés.
922,solo,10274.74,bali,automne,13,appartement,698.44,ensoleillé,culture,2,bagages,0,1,déçu par l'organisation.
923,couple,6285.42,paris,été,12,villa,1525.39,pluie,culture,5,aucun,1,1,
924,senior,3969.08,bali,été,6,hôtel,990.11,ensoleillé,business,2,aucun,0,1,à éviter.
925,couple,5306.37,new york,hiver,6,villa,1399.54,variable,,5,aucun,0,1,très bon rapport qualité-prix.
926,famille,2095.08,rome,printemps,15,villa,1084.99,,plage,4,retard_vol,0,0,excellent séjour.
927,solo,14949.08,rome,hiver,16,villa,,ensoleillé,business,3,retard_vol,1,1,dans l'ensemble satisfaisant.
929,senior,9523.97,paris,été,19,villa,996.75,,plage,5,aucun,0,1,"parfait, rien à redire."
930,business,4758.27,lisbonne,automne,11,appartement,,pluie,gastronomie,2,bagages,0,1,déçu par l'organisation.
931,senior,2680.52,lisbonne,printemps,8,villa,914.59,variable,business,2,retard_vol,1,1,à éviter.
932,senior,5980.53,paris,printemps,17,villa,1326.49,pluie,plage,3,retard_vol,0,1,séjour mitigé.
933,solo,11366.21,dubaï,printemps,13,villa,1013.42,pluie,gastronomie,5,retard_vol,1,1,une expérience inoubliable.
934,couple,4823.37,dubaï,automne,5,resort,1211.68,ensoleillé,,1,aucun,0,1,très mauvaise expérience.
935,business,3412.27,lisbonne,automne,5,hôtel,994.19,pluie,plage,3,météo,1,1,dans l'ensemble satisfaisant.
936,business,7551.14,bali,printemps,12,resort,1131.39,variable,plage,2,météo,1,1,déçu par l'organisation.
937,solo,8937.06,bali,automne,9,appartement,829.98,pluie,culture,2,météo,1,1,de nombreux problèmes rencontrés.
938,famille,13551.25,tokyo,hiver,10,appartement,,pluie,business,3,retard_vol,1,1,séjour correct mais perfectible.
939,business,8351.03,lisbonne,automne,15,appartement,1129.84,nuageux,plage,2,météo,0,1,je ne recommande pas.
940,couple,9521.87,dubaï,hiver,14,appartement,973.24,pluie,randonnée,4,aucun,0,1,"parfait, rien à redire."
941,senior,9825.56,new york,printemps,17,villa,1103.25,variable,plage,5,aucun,0,1,excellent séjour.
942,couple,2272.74,rome,automne,3,villa,1153.91,ensoleillé,plage,5,aucun,0,0,une expérience inoubliable.
943,famille,3037.92,dubaï,hiver,11,resort,952.82,ensoleillé,culture,2,aucun,0,1,
944,senior,2551.56,lisbonne,printemps,13,villa,1083.49,nuageux,culture,1,retard_vol,1,0,très mauvaise expérience.
945,famille,1550.12,tokyo,printemps,3,villa,848.51,nuageux,culture,4,aucun,0,0,une expérience inoubliable.
946,couple,10132.89,new york,printemps,7,appartement,1746.66,pluie,gastronomie,3,bagages,0,1,dans l'ensemble satisfaisant.
947,business,8094.06,tokyo,été,6,,1401.84,,culture,4,aucun,0,1,excellent séjour.
948,senior,7244.69,new york,automne,10,villa,1191.19,nuageux,plage,3,aucun,0,1,dans l'ensemble satisfaisant.
950,couple,15215.79,dubaï,printemps,20,villa,587.56,pluie,business,5,météo,1,1,très bon rapport qualité-prix.
952,senior,15201.01,tokyo,printemps,13,villa,1010.99,pluie,business,4,bagages,0,1,une expérience inoubliable.
953,solo,1077.76,bali,printemps,13,resort,748.54,pluie,business,4,bagages,0,0,excellent séjour.
954,famille,3646.77,bali,hiver,12,appartement,1054.59,,culture,4,retard_vol,1,1,une expérience inoubliable.
956,couple,8384.81,bali,automne,11,villa,1364.67,nuageux,gastronomie,1,retard_vol,1,1,à éviter.
957,famille,2481.53,paris,automne,18,hôtel,812.95,pluie,plage,4,bagages,0,1,une expérience inoubliable.
958,business,2595.52,tokyo,été,15,appartement,1225.1,,plage,3,bagages,0,0,séjour correct mais perfectible.
959,famille,1387.28,rome,été,5,villa,1121.86,ensoleillé,plage,4,aucun,0,0,très bon rapport qualité-prix.
960,solo,10059.85,bali,été,14,resort,1211.13,nuageux,plage,4,météo,1,1,excellent séjour.
961,business,9794.04,sydney,été,14,villa,978.7,variable,randonnée,3,météo,0,1,"quelques imprévus, globalement bien."
962,business,14233.74,rome,printemps,11,appartement,1488.68,pluie,culture,2,aucun,0,1,de nombreux problèmes rencontrés.
963,couple,4157.86,new york,hiver,16,villa,1090.26,ensoleillé,culture,3,aucun,1,1,dans l'ensemble satisfaisant.
965,business,1722.82,new york,automne,11,,906.18,ensoleillé,plage,4,météo,1,0,très bon rapport qualité-prix.
966,business,5572.45,rome,été,11,villa,1317.08,pluie,culture,3,aucun,0,1,"quelques imprévus, globalement bien."
967,famille,4830.98,bali,automne,3,resort,1102.01,variable,randonnée,3,météo,1,1,séjour mitigé.
968,famille,8797.59,new york,hiver,9,appartement,1030.17,pluie,plage,5,aucun,0,1,excellent séjour.
969,senior,11026.67,new york,été,7,appartement,1287.46,pluie,randonnée,2,météo,1,1,de nombreux problèmes rencontrés.
970,solo,10921.96,rome,printemps,4,villa,1037.82,nuageux,randonnée,2,aucun,0,1,très mauvaise expérience.
971,couple,3524.1,tokyo,printemps,17,hôtel,404.59,nuageux,randonnée,4,bagages,0,1,une expérience inoubliable.
972,solo,10951.82,new york,hiver,12,resort,297.15,variable,culture,5,aucun,0,1,très bon rapport qualité-prix.
973,business,6746.16,bali,hiver,10,villa,1459.01,pluie,culture,3,retard_vol,1,1,dans l'ensemble satisfaisant.
974,senior,5614.58,new york,automne,7,appartement,1447.71,nuageux,culture,3,aucun,0,1,peut mieux faire sur la logistique.
975,couple,4065.86,paris,printemps,11,appartement,1623.81,nuageux,plage,2,aucun,0,0,de nombreux problèmes rencontrés.
976,senior,4665.22,bali,été,15,hôtel,1113.3,ensoleillé,culture,3,aucun,0,1,"quelques imprévus, globalement bien."
977,famille,13952.49,sydney,été,6,resort,771.57,ensoleillé,culture,1,aucun,0,1,à éviter.
978,solo,,rome,printemps,10,villa,1005.55,ensoleillé,,4,aucun,0,1,une expérience inoubliable.
979,business,,new york,été,14,hôtel,1121.06,nuageux,culture,2,météo,1,1,à éviter.
980,famille,5866.1,tokyo,hiver,3,appartement,848.11,variable,gastronomie,2,retard_vol,1,1,je ne recommande pas.
981,famille,16791.08,bali,automne,10,villa,1559.82,nuageux,gastronomie,4,aucun,0,1,"parfait, rien à redire."
982,solo,12188.41,lisbonne,automne,8,hôtel,1718.19,ensoleillé,plage,5,météo,1,1,très bon rapport qualité-prix.
983,senior,4015.24,bali,automne,9,villa,1246.18,ensoleillé,gastronomie,2,retard_vol,1,1,très mauvaise expérience.
984,business,5820.24,rome,été,7,resort,1115.09,nuageux,plage,5,météo,1,1,"très satisfait, je recommande."
985,senior,6059.74,lisbonne,hiver,11,villa,770.95,variable,plage,3,météo,1,1,peut mieux faire sur la logistique.
986,business,7512.45,dubaï,automne,20,villa,1532.44,nuageux,,5,aucun,0,1,"très satisfait, je recommande."
987,solo,4095.25,dubaï,printemps,8,villa,1138.45,pluie,business,2,météo,1,1,très mauvaise expérience.
988,business,8694.19,paris,hiver,11,hôtel,1040.5,variable,randonnée,5,météo,1,1,excellent séjour.
989,famille,12781.72,rome,printemps,20,appartement,1246.95,ensoleillé,randonnée,4,bagages,0,1,très bon rapport qualité-prix.
990,famille,1624.82,new york,automne,7,villa,961.03,pluie,randonnée,4,bagages,0,0,très bon rapport qualité-prix.
991,senior,2373.06,rome,été,19,resort,,variable,business,3,bagages,0,0,séjour correct mais perfectible.
992,business,4974.94,rome,automne,10,resort,731.42,nuageux,culture,3,météo,1,1,séjour mitigé.
993,couple,5161.97,sydney,automne,19,hôtel,1409.34,ensoleillé,business,3,aucun,0,1,séjour correct mais perfectible.
994,solo,14985.81,bali,printemps,14,villa,1090.02,,randonnée,5,aucun,1,1,"très satisfait, je recommande."
995,business,10964.89,paris,automne,11,villa,1428.56,variable,plage,4,météo,1,1,"très satisfait, je recommande."
996,senior,10733.4,paris,printemps,10,appartement,1064.1,nuageux,culture,1,aucun,0,1,je ne recommande pas.
997,business,5857.55,tokyo,été,7,,1081.5,pluie,randonnée,4,aucun,0,1,très bon rapport qualité-prix.
998,solo,5769.01,new york,hiver,10,appartement,,ensoleillé,culture,5,météo,0,1,"parfait, rien à redire."
1000,solo,10077.54,rome,printemps,10,appartement,883.27,nuageux,gastronomie,4,aucun,0,1,excellent séjour.
1001,business,8904.91,rome,hiver,8,appartement,987.64,ensoleillé,business,2,retard_vol,1,1,à éviter.
1002,senior,12111.71,new york,printemps,9,hôtel,1118.28,pluie,culture,4,météo,1,1,"très satisfait, je recommande."
1003,solo,6073.51,bali,hiver,15,villa,1150.49,variable,randonnée,3,annulation,1,1,peut mieux faire sur la logistique.
1004,couple,6352.06,new york,hiver,16,villa,660.77,variable,gastronomie,2,météo,1,1,déçu par l'organisation.
1005,couple,7609.96,lisbonne,été,7,resort,1056.14,ensoleillé,plage,2,retard_vol,0,1,de nombreux problèmes rencontrés.
1006,business,10521.91,new york,printemps,7,appartement,1331.12,ensoleillé,culture,3,aucun,0,1,peut mieux faire sur la logistique.
1008,famille,9893.25,lisbonne,printemps,18,villa,1057.77,variable,randonnée,2,aucun,0,1,de nombreux problèmes rencontrés.
1009,famille,6841.32,paris,été,16,villa,,nuageux,culture,2,aucun,0,1,je ne recommande pas.
1010,business,2653.46,lisbonne,printemps,4,villa,1084.24,pluie,plage,2,retard_vol,1,0,à éviter.
1011,famille,,new york,été,9,resort,841.82,nuageux,plage,3,météo,0,0,"quelques imprévus, globalement bien."
1012,senior,6373.47,new york,été,5,hôtel,,nuageux,culture,4,aucun,0,1,"très satisfait, je recommande."
1013,couple,12764.07,lisbonne,été,9,hôtel,1384.41,ensoleillé,plage,5,bagages,0,1,excellent séjour.
1014,famille,13679.68,new york,automne,18,hôtel,836.28,ensoleillé,gastronomie,3,aucun,0,1,dans l'ensemble satisfaisant.
1015,senior,8357.59,tokyo,printemps,3,hôtel,1017.64,ensoleillé,randonnée,2,retard_vol,1,1,déçu par l'organisation.
1016,couple,14838.73,bali,hiver,3,hôtel,747.72,variable,plage,1,retard_vol,1,1,de nombreux problèmes rencontrés.
1017,couple,6750.78,new york,été,6,villa,1370.29,,plage,2,aucun,1,1,déçu par l'organisation.
1018,couple,10769.63,new york,automne,11,hôtel,1093.25,ensoleillé,culture,3,météo,1,1,séjour mitigé.
1019,famille,5103.73,rome,hiver,13,hôtel,890.15,pluie,,2,aucun,0,1,de nombreux problèmes rencontrés.
1020,famille,4848.11,dubaï,printemps,12,villa,1142.73,ensoleillé,plage,2,retard_vol,1,1,très mauvaise expérience.
1021,famille,,new york,automne,16,appartement,795.44,ensoleillé,business,4,météo,1,1,une expérience inoubliable.
1024,business,4335.65,tokyo,été,8,villa,832.1,pluie,culture,1,bagages,0,1,déçu par l'organisation.
1025,business,3691.0,paris,été,14,appartement,1481.77,variable,culture,2,annulation,1,0,déçu par l'organisation.
1026,solo,2163.99,paris,printemps,3,appartement,921.52,ensoleillé,business,3,bagages,0,0,peut mieux faire sur la logistique.
1027,couple,6099.61,tokyo,automne,10,,1242.95,variable,gastronomie,5,retard_vol,1,1,"très satisfait, je recommande."
1028,solo,14037.93,paris,printemps,11,appartement,893.87,variable,culture,1,retard_vol,1,1,déçu par l'organisation.
1029,senior,15370.3,bali,automne,16,resort,1321.56,variable,randonnée,1,météo,1,1,je ne recommande pas.
1031,famille,5494.16,bali,été,10,hôtel,1128.51,pluie,culture,5,aucun,0,1,très bon rapport qualité-prix.
1032,couple,2751.4,lisbonne,été,4,villa,1132.16,pluie,plage,3,météo,1,0,séjour mitigé.
1033,couple,10910.95,lisbonne,été,12,resort,1741.85,pluie,randonnée,5,retard_vol,1,1,"très satisfait, je recommande."
1034,couple,8080.12,new york,automne,14,hôtel,1286.95,ensoleillé,plage,3,retard_vol,1,1,peut mieux faire sur la logistique.
1035,solo,4356.08,lisbonne,printemps,16,resort,959.1,variable,plage,1,aucun,0,1,déçu par l'organisation.
1036,solo,7216.76,lisbonne,été,7,villa,1301.59,pluie,culture,3,météo,1,1,"quelques imprévus, globalement bien."
1037,famille,4998.09,bali,printemps,15,resort,1691.03,variable,culture,4,météo,0,1,"parfait, rien à redire."
1038,solo,13435.87,dubaï,printemps,17,villa,681.26,nuageux,gastronomie,3,annulation,1,1,séjour correct mais perfectible.
1039,solo,9130.43,rome,printemps,3,villa,892.21,ensoleillé,plage,1,météo,1,1,à éviter.
1040,famille,9626.07,dubaï,hiver,13,hôtel,1054.51,,gastronomie,1,annulation,0,1,je ne recommande pas.
1042,famille,6654.57,paris,été,9,resort,1028.82,nuageux,culture,2,annulation,1,1,de nombreux problèmes rencontrés.
1043,senior,41000.0,bali,été,4,hôtel,768.47,nuageux,culture,3,aucun,0,1,dans l'ensemble satisfaisant.
1044,famille,12273.6,lisbonne,été,15,villa,1494.26,ensoleillé,,2,bagages,0,1,de nombreux problèmes rencontrés.
1046,senior,41000.0,rome,printemps,9,resort,1064.34,nuageux,business,4,météo,0,1,"parfait, rien à redire."
1047,senior,2077.07,rome,printemps,10,appartement,1398.28,variable,culture,1,météo,0,0,très mauvaise expérience.
1049,business,,lisbonne,automne,7,appartement,855.52,ensoleillé,gastronomie,2,météo,1,1,à éviter.
1050,business,3826.71,dubaï,printemps,6,appartement,756.55,ensoleillé,plage,4,retard_vol,1,1,excellent séjour.
1051,business,7061.79,tokyo,été,10,appartement,1056.36,nuageux,business,4,bagages,0,1,excellent séjour.
1053,solo,2547.27,paris,printemps,21,hôtel,1173.0,pluie,,2,retard_vol,1,0,à éviter.
1054,solo,7071.01,tokyo,hiver,3,villa,,variable,business,2,météo,1,1,à éviter.
1055,senior,,sydney,printemps,11,villa,1335.89,ensoleillé,culture,1,annulation,1,1,à éviter.
1056,solo,,dubaï,été,4,villa,1148.97,pluie,plage,1,annulation,1,0,
1057,solo,5386.42,tokyo,automne,15,hôtel,1168.88,ensoleillé,plage,4,météo,1,1,très bon rapport qualité-prix.
1058,business,10997.07,new york,printemps,5,appartement,,ensoleillé,plage,1,bagages,0,1,je ne recommande pas.
1059,couple,1068.84,tokyo,été,7,appartement,1000.67,nuageux,culture,1,météo,1,0,je ne recommande pas.
1060,famille,7848.52,new york,été,7,hôtel,923.48,ensoleillé,plage,3,annulation,1,1,séjour correct mais perfectible.
1061,solo,7190.14,new york,automne,10,resort,971.2,pluie,business,2,bagages,0,1,très mauvaise expérience.
1062,solo,,dubaï,été,12,appartement,1066.4,pluie,business,5,retard_vol,1,1,"très satisfait, je recommande."
1063,couple,5995.63,new york,printemps,12,villa,1093.62,pluie,culture,5,aucun,0,1,excellent séjour.
1064,solo,6231.76,lisbonne,été,10,resort,895.37,nuageux,culture,4,aucun,1,1,"très satisfait, je recommande."
1065,solo,10372.91,tokyo,printemps,3,villa,575.81,pluie,randonnée,3,aucun,0,1,séjour mitigé.
